class,age,male,female
0,0 to 1,1348.34,1268.57
1,1 to 5,5166.36,4852.27
10,10 to 15,5562.3,5318.6
15,15 to 20,4549.01,4844.98
20,20 to 25,4578.13,4960.83
25,25 to 30,4927.97,4653.88
30,30 to 35,4593.71,4442.47
35,35 to 40,4369.51,4428.73
40,40 to 45,4076.32,4110.25
45,45 to 50,3749.66,3603.68
5,5 to 10,6448.47,6317.88
50,50 to 55,3033.12,2982.86
55,55 to 60,2456.81,2561.65
60,60 to 65,2230.62,2737.1
65,65 to 70,1537.24,1844.72
70,70 to 75,686.72,959.8
75,75 to 80,290.5,445.86
80,80 and over,209.16,321.37
