class,age,male,female
0,0 to 1,122.42,102.4
1,1 to 5,469.09,391.69
10,10 to 15,639.2,580.81
15,15 to 20,638.99,585.72
20,20 to 25,661.14,584.57
25,25 to 30,684.9,633.09
30,30 to 35,655.64,612.98
35,35 to 40,643.61,573.65
40,40 to 45,559.01,498.73
45,45 to 50,497.46,452.02
5,5 to 10,584.34,491.31
50,50 to 55,417.08,432.23
55,55 to 60,425.45,396.09
60,60 to 65,383.54,335.29
65,65 to 70,277.66,246.83
70,70 to 75,187.61,181.3
75,75 to 80,129.83,119.97
80,80 and over,116.36,105.26
