class,age,male,female
0,0 to 1,1131.05,1052.27
1,1 to 5,4333.77,4024.94
10,10 to 15,5373.59,5114.68
15,15 to 20,4532.24,4530.77
20,20 to 25,4289.74,4311.64
25,25 to 30,4472.08,4272.83
30,30 to 35,4467.51,4448.43
35,35 to 40,4461.83,4238.15
40,40 to 45,3983.23,3928.04
45,45 to 50,3544.33,3456.66
5,5 to 10,5291.63,4940.45
50,50 to 55,3046.93,3075.23
55,55 to 60,2586.87,2763.44
60,60 to 65,2381.69,2497.87
65,65 to 70,1612.27,1778.29
70,70 to 75,911.21,1196.77
75,75 to 80,479.56,693.75
80,80 and over,399.2,546.61
