class,age,male,female
0,0 to 1,765.27,721.86
1,1 to 5,2932.24,2761.12
10,10 to 15,3573.91,3417.92
15,15 to 20,3013.7,3063.81
20,20 to 25,2875.14,2906.67
25,25 to 30,2948.73,2791.79
30,30 to 35,2860.61,2858.1
35,35 to 40,2738.34,2613.28
40,40 to 45,2464.16,2534.45
45,45 to 50,2298.72,2211.51
5,5 to 10,3373.36,3270.3
50,50 to 55,1917.62,2042.71
55,55 to 60,1723.25,1872.74
60,60 to 65,1845.42,1937.48
65,65 to 70,1196.92,1309.32
70,70 to 75,668.52,846.51
75,75 to 80,331.94,517.45
80,80 and over,298.57,453.97
