class,age,male,female
0,0 to 1,792.34,737.97
1,1 to 5,3035.97,2822.74
10,10 to 15,3663.77,3469.35
15,15 to 20,3053.69,3215.75
20,20 to 25,2932.96,3180.03
25,25 to 30,3090.45,3033.56
30,30 to 35,2847.56,2903.89
35,35 to 40,2763.11,2862.32
40,40 to 45,2583.94,2665.57
45,45 to 50,2298.69,2299.41
5,5 to 10,4229.61,3978.9
50,50 to 55,1884.11,1989.64
55,55 to 60,1439.14,1586.62
60,60 to 65,1196.95,1659.95
65,65 to 70,853.79,1188.23
70,70 to 75,404.2,670.27
75,75 to 80,168.55,281.81
80,80 and over,136.99,230.75
