class,age,male,female
0,0 to 1,1748.72,1635.67
1,1 to 5,6700.46,6256.42
10,10 to 15,8968.73,8508.85
15,15 to 20,7895.6,7606.67
20,20 to 25,7441.73,7609.9
25,25 to 30,7585.66,7414.52
30,30 to 35,7055.31,6980.76
35,35 to 40,6819.28,6873
40,40 to 45,6355.44,6526.9
45,45 to 50,5924.3,5839.9
5,5 to 10,8953.84,8214
50,50 to 55,5026.62,5245.19
55,55 to 60,4384.12,4292.95
60,60 to 65,3533.91,3593.17
65,65 to 70,2470.29,2546.92
70,70 to 75,1419.23,1762.44
75,75 to 80,817.8,1030.29
80,80 and over,634.6,795.74
