class,age,male,female
0,0 to 1,1186.72,1110.14
1,1 to 5,4547.08,4246.27
10,10 to 15,5820.57,5612.87
15,15 to 20,4561.12,4917.33
20,20 to 25,4545.5,5020.93
25,25 to 30,4712.51,4645.75
30,30 to 35,4204.39,4182.96
35,35 to 40,4046.86,4124.42
40,40 to 45,3838.72,3907.01
45,45 to 50,3422.71,3335.13
5,5 to 10,6123.6,5786.21
50,50 to 55,2856.8,3036.67
55,55 to 60,2508.39,2736.37
60,60 to 65,2572.12,2695.89
65,65 to 70,1546.6,1634.36
70,70 to 75,781.53,1050.52
75,75 to 80,426.19,552.33
80,80 and over,303.46,440.59
