class,age,male,female
0,0 to 1,740.93,676.36
1,1 to 5,2838.96,2587.06
10,10 to 15,3834.98,3605.78
15,15 to 20,4164.12,4142.29
20,20 to 25,4280.1,4215.95
25,25 to 30,4210.94,3966.22
30,30 to 35,3960.26,3721.52
35,35 to 40,3721.09,3523.84
40,40 to 45,3379.95,3324.81
45,45 to 50,3097.67,2959.23
5,5 to 10,3407.58,3087.67
50,50 to 55,2640.92,2684.65
55,55 to 60,2383.35,2219.48
60,60 to 65,1940.17,1820.22
65,65 to 70,1381.09,1332.98
70,70 to 75,861.52,949.56
75,75 to 80,527.45,558.61
80,80 and over,414.89,479.11
