class,age,male,female
0,0 to 1,836.6,784.35
1,1 to 5,3205.56,3000.14
10,10 to 15,4088.82,3943.26
15,15 to 20,3170.63,3432.73
20,20 to 25,3162.97,3521.21
25,25 to 30,3294.53,3251.18
30,30 to 35,2933.58,2915.15
35,35 to 40,2824.97,2878.17
40,40 to 45,2682.48,2732.5
45,45 to 50,2392.74,2334.41
5,5 to 10,4319.75,4087.99
50,50 to 55,1998.29,2122.74
55,55 to 60,1754.77,1920.04
60,60 to 65,1813.38,1898.74
65,65 to 70,1081.2,1144.04
70,70 to 75,537.82,729.54
75,75 to 80,291.05,382.52
80,80 and over,205.07,303.12
