class,age,male,female
0,0 to 1,551.38,503.65
1,1 to 5,2112.7,1926.46
10,10 to 15,2766.77,2640.45
15,15 to 20,2814.68,2723.21
20,20 to 25,2871.24,2769.22
25,25 to 30,2835.76,2672.66
30,30 to 35,2659.03,2560.42
35,35 to 40,2568.12,2388.77
40,40 to 45,2275.28,2198.12
45,45 to 50,2087.47,1911.66
5,5 to 10,2621.57,2423.87
50,50 to 55,1668.45,1646.4
55,55 to 60,1481.73,1322.98
60,60 to 65,1077.43,1107.07
65,65 to 70,782.76,811.76
70,70 to 75,479.42,516.19
75,75 to 80,260.58,298.46
80,80 and over,206.22,230.77
