class,age,male,female
0,0 to 1,803.31,714.71
1,1 to 5,3077.98,2733.76
10,10 to 15,4065.72,3756.14
15,15 to 20,4120.8,4139.87
20,20 to 25,4483.94,4372.41
25,25 to 30,4371.63,4161.42
30,30 to 35,4015.62,3765.42
35,35 to 40,3695.1,3486.81
40,40 to 45,3259.48,3127.36
45,45 to 50,2898.54,2865.92
5,5 to 10,3635.33,3299.6
50,50 to 55,2551,2624.7
55,55 to 60,2299.16,2293.93
60,60 to 65,1961.82,1813.74
65,65 to 70,1430.3,1384.61
70,70 to 75,1036.9,1100.39
75,75 to 80,721.63,726.89
80,80 and over,579.65,596.29
