class,age,male,female
0,0 to 1,788.24,695.99
1,1 to 5,3020.24,2662.16
10,10 to 15,4155.78,3730.24
15,15 to 20,4680.72,4297.81
20,20 to 25,5183.64,4739.15
25,25 to 30,5032.11,4824.47
30,30 to 35,4950.1,4544.36
35,35 to 40,4621.95,4255.16
40,40 to 45,4090.16,3701.56
45,45 to 50,3602.91,3276.44
5,5 to 10,3757.58,3339.3
50,50 to 55,3064.32,2887.45
55,55 to 60,2775.14,2408.71
60,60 to 65,2085.2,1822.74
65,65 to 70,1518.58,1338.48
70,70 to 75,1016.22,1025.27
75,75 to 80,707.57,698.24
80,80 and over,617.44,644.46
