class,age,male,female
0,0 to 1,950.4,879.83
1,1 to 5,3641.59,3365.34
10,10 to 15,4882.94,4638.85
15,15 to 20,5478.27,5515.5
20,20 to 25,5450.11,5131.85
25,25 to 30,5279.77,4836.38
30,30 to 35,5123.13,4761.55
35,35 to 40,4895.1,4557.73
40,40 to 45,4412.33,4312.11
45,45 to 50,3942.45,3790.06
5,5 to 10,4058.36,3748.75
50,50 to 55,3448.55,3488.99
55,55 to 60,3102.55,3000.8
60,60 to 65,2627.35,2573.68
65,65 to 70,1967.2,2042.59
70,70 to 75,1288.39,1423.3
75,75 to 80,696.88,859.07
80,80 and over,593.44,677.79
