class,age,male,female
0,0 to 1,508.92,446.65
1,1 to 5,1949.99,1708.45
10,10 to 15,2802.59,2680.4
15,15 to 20,2774.13,2737.22
20,20 to 25,2785.15,2560.21
25,25 to 30,2628.5,2514.04
30,30 to 35,2457.3,2464.33
35,35 to 40,2335.2,2349.85
40,40 to 45,2160.5,2115.47
45,45 to 50,1906.63,1798.74
5,5 to 10,2510.83,2255.54
50,50 to 55,1596.56,1680.23
55,55 to 60,1417.87,1406.37
60,60 to 65,1216.12,1230.19
65,65 to 70,912.46,894.23
70,70 to 75,628.13,691.41
75,75 to 80,397.02,401.05
80,80 and over,325.37,354.11
