class,age,male,female
0,0 to 1,780.09,749.93
1,1 to 5,2989.03,2868.49
10,10 to 15,3360.25,3207.29
15,15 to 20,2687.63,2739.35
20,20 to 25,2547.02,2736.05
25,25 to 30,2840.43,2640.63
30,30 to 35,2603.77,2510.9
35,35 to 40,2507.07,2394.53
40,40 to 45,2152.36,2096.66
45,45 to 50,1949.2,1892.95
5,5 to 10,3648.87,3569.64
50,50 to 55,1594.77,1562.95
55,55 to 60,1295.62,1369.7
60,60 to 65,1111.94,1250.35
65,65 to 70,770.99,925.58
70,70 to 75,412.09,556.89
75,75 to 80,197.18,284.25
80,80 and over,154.28,229.25
