class,age,male,female
0,0 to 1,722.89,602.78
1,1 to 5,2769.87,2305.61
10,10 to 15,3777.57,3430.17
15,15 to 20,3743.62,3422.95
20,20 to 25,3854.13,3396.65
25,25 to 30,3996.14,3691.41
30,30 to 35,3825.49,3587.13
35,35 to 40,3768.02,3356.99
40,40 to 45,3264.36,2914.25
45,45 to 50,2905,2641.26
5,5 to 10,3463.27,2903.21
50,50 to 55,2433.31,2537.3
55,55 to 60,2497.3,2337.16
60,60 to 65,2272.3,1985.9
65,65 to 70,1640.3,1453.4
70,70 to 75,1104.93,1062.73
75,75 to 80,758.99,698.16
80,80 and over,685.63,614.32
