class,age,male,female
0,0 to 1,1313.03,1194.44
1,1 to 5,5031.06,4568.72
10,10 to 15,6848.24,6373.78
15,15 to 20,6550.27,6270.84
20,20 to 25,6780.47,6369.61
25,25 to 30,7128.85,6729.19
30,30 to 35,6736.26,6138.93
35,35 to 40,6162.21,5659.85
40,40 to 45,5339.42,5013.75
45,45 to 50,4811.82,4485.23
5,5 to 10,6414.47,5905.36
50,50 to 55,4095.81,4003.77
55,55 to 60,3482.79,3245.12
60,60 to 65,2793.76,2691.05
65,65 to 70,2229.29,2098.54
70,70 to 75,1419.59,1555.91
75,75 to 80,981.61,1026.08
80,80 and over,768.81,880.87
