class,age,male,female
0,0 to 1,1402.35,1296.87
1,1 to 5,5373.31,4960.54
10,10 to 15,6489.17,6199.35
15,15 to 20,6572.69,6516.5
20,20 to 25,6348.5,5875.63
25,25 to 30,6088.42,5768.26
30,30 to 35,5973.89,5769.62
35,35 to 40,5833.27,5423.45
40,40 to 45,5240.78,5177.38
45,45 to 50,4713.18,4513.53
5,5 to 10,6047.44,5653.82
50,50 to 55,4104.03,4111.73
55,55 to 60,3695.22,3789.35
60,60 to 65,3454.96,3462.11
65,65 to 70,2497.91,2596.27
70,70 to 75,1554.72,1751.06
75,75 to 80,824.48,1061.77
80,80 and over,733.88,940.73
