class,age,male,female
0,0 to 1,1099.9,1034.09
1,1 to 5,4214.44,3955.38
10,10 to 15,4462.51,4173.64
15,15 to 20,3416.52,3701.06
20,20 to 25,3553,3801.23
25,25 to 30,4053.79,3754.26
30,30 to 35,3662.96,3376.82
35,35 to 40,3304.12,3215.74
40,40 to 45,3051.48,2803.71
45,45 to 50,2560.45,2384.14
5,5 to 10,5178.63,5111.91
50,50 to 55,2044.06,1955.45
55,55 to 60,1550.28,1660.4
60,60 to 65,1550.37,1971.03
65,65 to 70,1084.7,1352.69
70,70 to 75,529.73,765.24
75,75 to 80,241.43,347.55
80,80 and over,186.25,315.14
