class,age,male,female
0,0 to 1,865.28,790.38
1,1 to 5,3315.45,3023.18
10,10 to 15,4341.88,4143.63
15,15 to 20,4417.06,4273.51
20,20 to 25,4505.82,4345.72
25,25 to 30,4450.14,4194.19
30,30 to 35,4172.79,4018.05
35,35 to 40,4030.13,3748.69
40,40 to 45,3570.58,3449.5
45,45 to 50,3275.85,2999.95
5,5 to 10,4114.01,3803.76
50,50 to 55,2618.28,2583.69
55,55 to 60,2325.26,2076.14
60,60 to 65,1690.8,1737.32
65,65 to 70,1228.38,1273.9
70,70 to 75,752.35,810.06
75,75 to 80,408.92,468.37
80,80 and over,323.63,362.14
