class,age,male,female
0,0 to 1,410.05,376.66
1,1 to 5,1571.18,1440.72
10,10 to 15,2014.81,1943.96
15,15 to 20,2240.8,2236.26
20,20 to 25,2190.71,1939.11
25,25 to 30,2068.87,1800.76
30,30 to 35,1910.9,1731.58
35,35 to 40,1794.94,1605.59
40,40 to 45,1545.56,1483.56
45,45 to 50,1355.8,1287.89
5,5 to 10,1730.33,1602.86
50,50 to 55,1193.2,1241.35
55,55 to 60,1122.65,1158.76
60,60 to 65,1094.79,1044.04
65,65 to 70,828.22,765.18
70,70 to 75,493.99,509.55
75,75 to 80,265.33,295
80,80 and over,234.31,266.37
