class,age,male,female
0,0 to 1,1152.79,1052.31
1,1 to 5,4417.08,4025.07
10,10 to 15,5973.82,5613.43
15,15 to 20,6500.87,6473.21
20,20 to 25,6681.79,6588.28
25,25 to 30,6573.26,6192.75
30,30 to 35,6183.21,5806.77
35,35 to 40,5804.87,5501.65
40,40 to 45,5278.05,5195.71
45,45 to 50,4837.32,4627.91
5,5 to 10,5295.62,4794.23
50,50 to 55,4133.06,4205.9
55,55 to 60,3731.81,3480.49
60,60 to 65,3048.91,2852.33
65,65 to 70,2168.65,2088.55
70,70 to 75,1353.61,1492.91
75,75 to 80,831.33,878.21
80,80 and over,653.51,755.36
