class,age,male,female
0,0 to 1,4841.36,4235.43
1,1 to 5,18550.36,16200.52
10,10 to 15,26584.22,25522.9
15,15 to 20,26209.37,25891.44
20,20 to 25,25951.9,23754.92
25,25 to 30,24352.82,23291.84
30,30 to 35,22728.34,23006.66
35,35 to 40,21603.1,21928.39
40,40 to 45,20015.38,19682.61
45,45 to 50,17624.54,16627.4
5,5 to 10,23939.97,21518.69
50,50 to 55,14709.46,15635.8
55,55 to 60,13114.54,13059.42
60,60 to 65,11277.62,11548.17
65,65 to 70,8421.74,8247.32
70,70 to 75,5770.03,6371.22
75,75 to 80,3572.63,3603.86
80,80 and over,2944.7,3208.06
