class,age,male,female
0,0 to 1,361.92,330.56
1,1 to 5,1386.76,1264.41
10,10 to 15,1864.31,1773.64
15,15 to 20,2100.96,2065.07
20,20 to 25,2310.34,2122.55
25,25 to 30,2244.21,1984.9
30,30 to 35,2060.03,1840.87
35,35 to 40,1887.09,1707.59
40,40 to 45,1655.5,1586.09
45,45 to 50,1500.06,1416.85
5,5 to 10,1612.73,1491.32
50,50 to 55,1268.07,1252.6
55,55 to 60,1145.25,1009.91
60,60 to 65,871.55,850.19
65,65 to 70,655.41,638.98
70,70 to 75,400.13,442.77
75,75 to 80,248.12,296.89
80,80 and over,218.38,244.49
