class,age,male,female
0,0 to 1,383.67,335.65
1,1 to 5,1470.07,1283.85
10,10 to 15,2106.73,2022.62
15,15 to 20,2077.02,2051.83
20,20 to 25,2056.62,1882.51
25,25 to 30,1929.9,1845.82
30,30 to 35,1801.16,1823.22
35,35 to 40,1711.99,1737.77
40,40 to 45,1586.17,1559.79
45,45 to 50,1396.7,1317.68
5,5 to 10,1897.18,1705.3
50,50 to 55,1165.69,1239.1
55,55 to 60,1039.29,1034.92
60,60 to 65,893.72,915.16
65,65 to 70,667.4,653.58
70,70 to 75,457.26,504.9
75,75 to 80,283.12,285.6
80,80 and over,233.36,254.23
