class,age,male,female
0,0 to 1,1645.91,1537.03
1,1 to 5,6306.55,5879.12
10,10 to 15,7303.66,6851.2
15,15 to 20,6732.05,6801.8
20,20 to 25,6918.59,7188.54
25,25 to 30,7273.09,6901.2
30,30 to 35,6899.56,6406.46
35,35 to 40,6347.16,5935.89
40,40 to 45,5718.85,5601.91
45,45 to 50,5265.16,4912.41
5,5 to 10,7552.1,7109.25
50,50 to 55,4370.97,4386.89
55,55 to 60,3806.31,3628.51
60,60 to 65,3070.1,3032.73
65,65 to 70,2078.65,2028.61
70,70 to 75,1197.08,1424.3
75,75 to 80,679.85,807.73
80,80 and over,544.06,632.06
