class,age,male,female
0,0 to 1,739.66,677.95
1,1 to 5,2834.1,2593.15
10,10 to 15,3692.66,3524.02
15,15 to 20,3724.87,3602.9
20,20 to 25,3771.96,3642.84
25,25 to 30,3716.75,3496.15
30,30 to 35,3479.19,3355.11
35,35 to 40,3365.22,3135.83
40,40 to 45,2983.84,2900.65
45,45 to 50,2753.07,2529.61
5,5 to 10,3508.64,3247.26
50,50 to 55,2203.08,2183.11
55,55 to 60,1961.4,1771.23
60,60 to 65,1438.56,1490.19
65,65 to 70,1050.96,1097.56
70,70 to 75,638.01,692.99
75,75 to 80,348.6,402.43
80,80 and over,275.01,311.41
