class,age,male,female
0,0 to 1,372.89,346.45
1,1 to 5,1428.78,1325.15
10,10 to 15,1781.54,1696.12
15,15 to 20,1507.24,1500.83
20,20 to 25,1425.3,1422.05
25,25 to 30,1480.86,1413.88
30,30 to 35,1490.97,1484.12
35,35 to 40,1493.1,1410.93
40,40 to 45,1331.02,1309.7
45,45 to 50,1183.67,1152.77
5,5 to 10,1728.74,1609.98
50,50 to 55,1021.67,1029.56
55,55 to 60,873.4,931.78
60,60 to 65,809.32,835.16
65,65 to 70,546.33,593.83
70,70 to 75,311.58,404.76
75,75 to 80,165.73,238.61
80,80 and over,138.24,187.67
