class,age,male,female
0,0 to 1,892.28,836.53
1,1 to 5,3418.9,3199.74
10,10 to 15,4360.18,4205.4
15,15 to 20,3379.87,3660.69
20,20 to 25,3372.74,3756.75
25,25 to 30,3513.05,3467.47
30,30 to 35,3127.1,3107.21
35,35 to 40,3010.9,3068.49
40,40 to 45,2860.13,2914.44
45,45 to 50,2551.41,2489.55
5,5 to 10,4610.43,4363.1
50,50 to 55,2130.73,2263.72
55,55 to 60,1870.36,2047.36
60,60 to 65,1933.62,2025.68
65,65 to 70,1152.18,1219.78
70,70 to 75,572.38,777.53
75,75 to 80,309.83,407.61
80,80 and over,218.11,323.01
