class,age,male,female
0,0 to 1,1941.44,1865.89
1,1 to 5,7438.9,7137.01
10,10 to 15,8349.29,7967.51
15,15 to 20,6650.55,6780.84
20,20 to 25,6301.87,6781.19
25,25 to 30,7049,6549.74
30,30 to 35,6458.37,6226.04
35,35 to 40,6225.42,5943.9
40,40 to 45,5345.57,5202.18
45,45 to 50,4845.28,4707.14
5,5 to 10,9090.52,8895.12
50,50 to 55,3969.66,3885.08
55,55 to 60,3222.28,3406.95
60,60 to 65,2770.21,3113.17
65,65 to 70,1916.44,2300.45
70,70 to 75,1023.59,1384.04
75,75 to 80,487.91,704.09
80,80 and over,381.49,566.37
