class,age,male,female
0,0 to 1,4382.44,3863.31
1,1 to 5,16791.93,14777.13
10,10 to 15,22943.69,21296.53
15,15 to 20,25586.77,24551.97
20,20 to 25,27887.58,25798.67
25,25 to 30,28118.99,26396.99
30,30 to 35,26784.34,24518.41
35,35 to 40,25045.42,23007.3
40,40 to 45,22717.09,20531.87
45,45 to 50,20173.22,18372.18
5,5 to 10,20049.47,17869.2
50,50 to 55,17144.14,16561.2
55,55 to 60,15818.08,13903.54
60,60 to 65,12376.58,11200.32
65,65 to 70,9407.86,8919.47
70,70 to 75,6672.89,7053.65
75,75 to 80,5022.14,4968.47
80,80 and over,3995.07,4215.89
