class,age,male,female
0,0 to 1,330.83,302.18
1,1 to 5,1267.62,1155.83
10,10 to 15,1703.34,1622.06
15,15 to 20,1924.74,1889.98
20,20 to 25,2127.05,1944.06
25,25 to 30,2064.31,1817.27
30,30 to 35,1891.54,1683.98
35,35 to 40,1729.58,1559.47
40,40 to 45,1513.14,1446.58
45,45 to 50,1369.84,1292.52
5,5 to 10,1470.61,1362.2
50,50 to 55,1157.01,1140.12
55,55 to 60,1044.95,917.21
60,60 to 65,790.53,773.89
65,65 to 70,597.27,582.88
70,70 to 75,363.97,402.86
75,75 to 80,225.88,272.89
80,80 and over,200.56,224.01
