class,age,male,female
0,0 to 1,3154.96,2849.88
1,1 to 5,12088.68,10900.81
10,10 to 15,17831.42,16473.6
15,15 to 20,18273.58,17847.13
20,20 to 25,20493.33,19438.15
25,25 to 30,20168.58,19293.13
30,30 to 35,19082.33,17870.72
35,35 to 40,18109.89,17096.67
40,40 to 45,16586.52,15739.59
45,45 to 50,14868.72,14026.15
5,5 to 10,15243.07,13616.93
50,50 to 55,12740.45,12485.03
55,55 to 60,11009.56,10615.94
60,60 to 65,9269.65,8545.11
65,65 to 70,7192.1,7084.79
70,70 to 75,5114.17,5510.98
75,75 to 80,3674.3,3741.72
80,80 and over,2911.34,3148.96
