class,age,male,female
0,0 to 1,839.68,786.09
1,1 to 5,3217.37,3006.79
10,10 to 15,4304.19,4086.01
15,15 to 20,3778.53,3641.07
20,20 to 25,3548.92,3640.65
25,25 to 30,3613.12,3536.49
30,30 to 35,3358.35,3333.62
35,35 to 40,3253.13,3290.01
40,40 to 45,3040.1,3131.72
45,45 to 50,2837.25,2802.1
5,5 to 10,4305.68,3949.48
50,50 to 55,2407.06,2517.25
55,55 to 60,2101.23,2060.9
60,60 to 65,1694.01,1725.48
65,65 to 70,1178.51,1219.15
70,70 to 75,674.24,841.52
75,75 to 80,385.17,489.55
80,80 and over,298.74,376.3
