class,age,male,female
0,0 to 1,1565.24,1472.37
1,1 to 5,5997.42,5631.8
10,10 to 15,6273.09,5876.57
15,15 to 20,4731.3,5158.48
20,20 to 25,4901.11,5269.06
25,25 to 30,5611.3,5173.52
30,30 to 35,5053.62,4658.86
35,35 to 40,4555.73,4432.35
40,40 to 45,4220.55,3882.44
45,45 to 50,3543.39,3299.92
5,5 to 10,7363.11,7283.74
50,50 to 55,2829.03,2693.04
55,55 to 60,2139.02,2286.61
60,60 to 65,2149.7,2747.16
65,65 to 70,1495.85,1877.83
70,70 to 75,729.07,1064.04
75,75 to 80,329.16,479.18
80,80 and over,254.18,430.09
