class,age,male,female
0,0 to 1,1627.87,1516.16
1,1 to 5,6237.42,5799.31
10,10 to 15,7532.69,7131.93
15,15 to 20,6284.29,6614.85
20,20 to 25,6037.68,6542.21
25,25 to 30,6359.47,6242.95
30,30 to 35,5861.32,5976.69
35,35 to 40,5687.4,5891.89
40,40 to 45,5318.32,5485.64
45,45 to 50,4731.04,4732.6
5,5 to 10,8688.99,8173.49
50,50 to 55,3878.28,4096.87
55,55 to 60,2963.84,3269.49
60,60 to 65,2467.65,3419.45
65,65 to 70,1760.81,2446.98
70,70 to 75,833.36,1379.5
75,75 to 80,347.72,580.25
80,80 and over,282.07,475.08
