class,age,male,female
0,0 to 1,536.63,514.56
1,1 to 5,2056.16,1968.18
10,10 to 15,2288.09,2182.76
15,15 to 20,1807.99,1853.63
20,20 to 25,1722.89,1863.88
25,25 to 30,1934.72,1800.08
30,30 to 35,1773.61,1709.17
35,35 to 40,1709.77,1642.08
40,40 to 45,1481.72,1444.03
45,45 to 50,1346.48,1307.9
5,5 to 10,2523.44,2470.8
50,50 to 55,1105.13,1078.53
55,55 to 60,894.18,944.78
60,60 to 65,777.35,882.04
65,65 to 70,534.91,641.54
70,70 to 75,279.55,379.46
75,75 to 80,130.3,189.67
80,80 and over,101.27,150.42
