class,age,male,female
0,0 to 1,1196.63,1054.85
1,1 to 5,4585.04,4034.79
10,10 to 15,6240.5,5799.04
15,15 to 20,6929.31,6668.42
20,20 to 25,7540.1,6989.35
25,25 to 30,7580.16,7117.65
30,30 to 35,7210.21,6611.19
35,35 to 40,6744.9,6203.12
40,40 to 45,6110.42,5528.92
45,45 to 50,5427.38,4953.78
5,5 to 10,5462.51,4873.1
50,50 to 55,4609.41,4462.39
55,55 to 60,4251.08,3753.28
60,60 to 65,3340.99,3029.25
65,65 to 70,2538.15,2409.3
70,70 to 75,1798.99,1900.08
75,75 to 80,1349.08,1336.04
80,80 and over,1071.05,1131.39
