class,age,male,female
0,0 to 1,733.27,666.6
1,1 to 5,2809.63,2549.75
10,10 to 15,3825.93,3559.28
15,15 to 20,3666.14,3509.27
20,20 to 25,3802.13,3565.69
25,25 to 30,3999.82,3773.09
30,30 to 35,3780.64,3440.01
35,35 to 40,3454.9,3167.28
40,40 to 45,2989.22,2801.43
45,45 to 50,2691.92,2506.11
5,5 to 10,3578.18,3294.47
50,50 to 55,2291.52,2236.78
55,55 to 60,1947.47,1812.54
60,60 to 65,1562.02,1502.74
65,65 to 70,1249.84,1174.37
70,70 to 75,797.39,871.94
75,75 to 80,552.98,576.31
80,80 and over,433.15,495.62
