class,age,male,female
0,0 to 1,2450.05,2227.29
1,1 to 5,9387.7,8519.37
10,10 to 15,12783.42,11892.48
15,15 to 20,12249.53,11725.4
20,20 to 25,12703.92,11913.89
25,25 to 30,13364.44,12606.88
30,30 to 35,12632.12,11493.97
35,35 to 40,11543.71,10582.7
40,40 to 45,9987.77,9360.32
45,45 to 50,8994.42,8373.57
5,5 to 10,11955.64,11007.68
50,50 to 55,7656.55,7473.67
55,55 to 60,6507.01,6056.17
60,60 to 65,5219.12,5021.06
65,65 to 70,4176.03,3923.87
70,70 to 75,2664.28,2913.38
75,75 to 80,1847.64,1925.6
80,80 and over,1447.28,1655.98
