class,age,male,female
0,0 to 1,1199.8,1056.82
1,1 to 5,4597.2,4042.35
10,10 to 15,6262.74,5820.13
15,15 to 20,6995.17,6711.78
20,20 to 25,7618.45,7035.1
25,25 to 30,7670.03,7188.39
30,30 to 35,7308.6,6687.68
35,35 to 40,6843.26,6279.07
40,40 to 45,6205.02,5592.95
45,45 to 50,5509.37,5003.18
5,5 to 10,5478.19,4881.07
50,50 to 55,4667.97,4501.25
55,55 to 60,4308.88,3777.87
60,60 to 65,3371.17,3052.23
65,65 to 70,2562.85,2429.4
70,70 to 75,1813.73,1913.36
75,75 to 80,1362.62,1348.04
80,80 and over,1083.22,1144.91
