class,age,male,female
0,0 to 1,741.34,695.24
1,1 to 5,2840.53,2659.3
10,10 to 15,3630.96,3497.72
15,15 to 20,2825.06,3046.9
20,20 to 25,2809.48,3110.81
25,25 to 30,2926.17,2882.21
30,30 to 35,2613.4,2599.21
35,35 to 40,2519.89,2560.33
40,40 to 45,2383.64,2419.45
45,45 to 50,2124.13,2069.23
5,5 to 10,3800.37,3596.45
50,50 to 55,1774.26,1882.7
55,55 to 60,1565.04,1704.8
60,60 to 65,1611.01,1677.29
65,65 to 70,966.47,1016.52
70,70 to 75,487.19,650.82
75,75 to 80,262.92,341.66
80,80 and over,186.91,270.59
