class,age,male,female
0,0 to 1,322.93,284.74
1,1 to 5,1237.34,1089.15
10,10 to 15,1692.66,1549.46
15,15 to 20,1898.61,1786.87
20,20 to 25,2083.17,1914.82
25,25 to 30,2064.04,1953.72
30,30 to 35,1994.48,1827.51
35,35 to 40,1865.09,1713.76
40,40 to 45,1673.15,1510.46
45,45 to 50,1480.41,1345.05
5,5 to 10,1502.63,1337.32
50,50 to 55,1256.37,1199.34
55,55 to 60,1150.4,1003.91
60,60 to 65,884.34,788.91
65,65 to 70,660.38,607.87
70,70 to 75,456.91,473.67
75,75 to 80,333.44,329.53
80,80 and over,274.87,289.1
