class,age,male,female
0,0 to 1,1583.26,1386.65
1,1 to 5,6066.47,5303.94
10,10 to 15,8692.42,8322.88
15,15 to 20,8608.42,8483.8
20,20 to 25,8584.29,7866.26
25,25 to 30,8075.27,7724.79
30,30 to 35,7553.7,7603.46
35,35 to 40,7175.14,7244.11
40,40 to 45,6635.01,6501.16
45,45 to 50,5845.92,5509.13
5,5 to 10,7818.26,7024.42
50,50 to 55,4886.43,5161.02
55,55 to 60,4353.62,4312.94
60,60 to 65,3725.7,3786.41
65,65 to 70,2783.54,2718.48
70,70 to 75,1908.03,2099.94
75,75 to 80,1191.66,1201.81
80,80 and over,982.71,1068.86
