class,age,male,female
0,0 to 1,445.66,417.77
1,1 to 5,1707.62,1597.96
10,10 to 15,2175.66,2097.78
15,15 to 20,1688.65,1828.03
20,20 to 25,1683.94,1874.79
25,25 to 30,1754.35,1731.42
30,30 to 35,1562.58,1553.39
35,35 to 40,1504.73,1533.98
40,40 to 45,1428.97,1456.44
45,45 to 50,1274.67,1244.33
5,5 to 10,2304.11,2180.27
50,50 to 55,1064.14,1130.44
55,55 to 60,931.94,1020.25
60,60 to 65,960.54,1010.36
65,65 to 70,573.77,610.29
70,70 to 75,284.84,388.14
75,75 to 80,153.68,202.78
80,80 and over,108.37,160.77
