class,age,male,female
0,0 to 1,1300.91,1146.02
1,1 to 5,4984.6,4383.52
10,10 to 15,6790.77,6311.06
15,15 to 20,7588.72,7280.65
20,20 to 25,8266.17,7632.09
25,25 to 30,8322.67,7799.98
30,30 to 35,7929.49,7255.45
35,35 to 40,7424.59,6812.66
40,40 to 45,6732.91,6068.27
45,45 to 50,5978.28,5429
5,5 to 10,5939.92,5292.81
50,50 to 55,5065.29,4884.29
55,55 to 60,4675.84,4099.24
60,60 to 65,3657.56,3311.31
65,65 to 70,2781.07,2636.7
70,70 to 75,1968.51,2077.18
75,75 to 80,1479.86,1464.11
80,80 and over,1176.08,1243.46
