class,age,male,female
0,0 to 1,621.42,578.78
1,1 to 5,2381.04,2213.82
10,10 to 15,2874.79,2722.78
15,15 to 20,2396.81,2523.35
20,20 to 25,2301.08,2494.79
25,25 to 30,2423.67,2379.31
30,30 to 35,2232.88,2277.37
35,35 to 40,2166.83,2244.74
40,40 to 45,2026.01,2090.21
45,45 to 50,1802.46,1802.46
5,5 to 10,3316.24,3119.85
50,50 to 55,1476.94,1560.54
55,55 to 60,1129.55,1245.52
60,60 to 65,940.63,1301.88
65,65 to 70,669.81,930.63
70,70 to 75,317.7,525.67
75,75 to 80,132.85,221.4
80,80 and over,107.77,181.28
