class,age,male,female
0,0 to 1,497.67,466.91
1,1 to 5,1906.88,1785.93
10,10 to 15,2508.73,2373.23
15,15 to 20,2193.79,2116.03
20,20 to 25,2048.42,2104.46
25,25 to 30,2081.82,2022.72
30,30 to 35,1924.02,1904.47
35,35 to 40,1855.75,1870.42
40,40 to 45,1724.73,1776.18
45,45 to 50,1613.08,1587.9
5,5 to 10,2514.34,2314.69
50,50 to 55,1355.59,1419.4
55,55 to 60,1180.79,1159.56
60,60 to 65,942.61,976.73
65,65 to 70,656.63,688.61
70,70 to 75,368.47,463.17
75,75 to 80,208.7,266.05
80,80 and over,160.56,203.72
