class,age,male,female
0,0 to 1,1332.34,1185.42
1,1 to 5,5105.03,4534.23
10,10 to 15,6750.7,6238.53
15,15 to 20,6837.76,6872.5
20,20 to 25,7431.49,7253.6
25,25 to 30,7247.72,6908.19
30,30 to 35,6660.23,6251.52
35,35 to 40,6128.56,5789.09
40,40 to 45,5409.15,5194.12
45,45 to 50,4811.84,4760.75
5,5 to 10,6031.61,5474.49
50,50 to 55,4236.98,4361.43
55,55 to 60,3820.46,3810.87
60,60 to 65,3259.59,3014.59
65,65 to 70,2380.99,2305
70,70 to 75,1726.07,1833.16
75,75 to 80,1204.22,1212.96
80,80 and over,965.21,993.68
