class,age,male,female
0,0 to 1,874.26,761.94
1,1 to 5,3349.86,2914.43
10,10 to 15,4781.85,4571.72
15,15 to 20,4716.32,4632.18
20,20 to 25,4684.39,4275
25,25 to 30,4432.88,4226.97
30,30 to 35,4146.56,4169.44
35,35 to 40,3954.18,3967.96
40,40 to 45,3641.39,3551.9
45,45 to 50,3209.41,3018.11
5,5 to 10,4312.23,3855.57
50,50 to 55,2679.44,2843.36
55,55 to 60,2420.98,2396.17
60,60 to 65,2094.09,2110.98
65,65 to 70,1558.26,1511.03
70,70 to 75,1065.77,1161.42
75,75 to 80,667.22,666.45
80,80 and over,555.82,592.55
