class,age,male,female
0,0 to 1,1519.95,1281.75
1,1 to 5,5823.91,4902.71
10,10 to 15,7413.79,6860.37
15,15 to 20,7712.99,7351.03
20,20 to 25,7780.51,7549.03
25,25 to 30,7800.38,7527.07
30,30 to 35,7756.83,7263.81
35,35 to 40,7440.57,6660.55
40,40 to 45,6410.6,5989.85
45,45 to 50,5611.69,5333.13
5,5 to 10,6720.1,5975.82
50,50 to 55,4885.84,5008.02
55,55 to 60,4658.46,4368.86
60,60 to 65,3994.62,3643.66
65,65 to 70,2913.51,2642.95
70,70 to 75,1957.11,1887.5
75,75 to 80,1210.04,1127.92
80,80 and over,964.98,891.68
