class,age,male,female
0,0 to 1,1948.21,1771.08
1,1 to 5,7464.86,6774.38
10,10 to 15,10165.04,9456.59
15,15 to 20,9740.5,9323.73
20,20 to 25,10101.83,9473.61
25,25 to 30,10627.05,10024.66
30,30 to 35,10044.73,9139.7
35,35 to 40,9179.26,8415.09
40,40 to 45,7942.01,7443.08
45,45 to 50,7152.13,6658.44
5,5 to 10,9506.81,8753.02
50,50 to 55,6088.29,5942.86
55,55 to 60,5174.2,4815.71
60,60 to 65,4150.11,3992.62
65,65 to 70,3320.67,3120.16
70,70 to 75,2118.57,2316.64
75,75 to 80,1469.19,1531.19
80,80 and over,1150.84,1316.79
