class,age,male,female
0,0 to 1,1303.69,1226.32
1,1 to 5,4995.26,4690.67
10,10 to 15,5218.8,4884.98
15,15 to 20,3922.98,4281.49
20,20 to 25,4068.68,4372.82
25,25 to 30,4669.92,4301.65
30,30 to 35,4200.18,3864.54
35,35 to 40,3778.09,3669.41
40,40 to 45,3499.22,3205.69
45,45 to 50,2925.84,2720.68
5,5 to 10,6128.89,6065.13
50,50 to 55,2334.57,2218.8
55,55 to 60,1759.19,1882.93
60,60 to 65,1776.84,2274.89
65,65 to 70,1236.96,1555.89
70,70 to 75,605.11,884.69
75,75 to 80,273.89,397.9
80,80 and over,212.04,359.97
