class,age,male,female
0,0 to 1,904.62,846.9
1,1 to 5,3466.18,3239.37
10,10 to 15,4637.01,4402.01
15,15 to 20,4070.48,3922.41
20,20 to 25,3822.87,3921.92
25,25 to 30,3891.93,3809.48
30,30 to 35,3617.45,3591.04
35,35 to 40,3504.26,3544.23
40,40 to 45,3274.96,3373.86
45,45 to 50,3056.51,3018.76
5,5 to 10,4638.79,4255.03
50,50 to 55,2593.08,2711.89
55,55 to 60,2263.64,2220.28
60,60 to 65,1824.96,1858.92
65,65 to 70,1269.49,1313.35
70,70 to 75,726.23,906.5
75,75 to 80,414.8,527.3
80,80 and over,321.72,405.28
