class,age,male,female
0,0 to 1,1833.36,1703.45
1,1 to 5,7024.78,6515.69
10,10 to 15,8757.45,8337.55
15,15 to 20,7408.2,7377
20,20 to 25,7005.47,6990.42
25,25 to 30,7279.55,6949.96
30,30 to 35,7328.09,7294.09
35,35 to 40,7338.14,6934.45
40,40 to 45,6541.22,6436.34
45,45 to 50,5817.25,5665.36
5,5 to 10,8499.75,7916.6
50,50 to 55,5020.73,5059.27
55,55 to 60,4291.8,4578.63
60,60 to 65,3976.54,4103.95
65,65 to 70,2684.42,2918.21
70,70 to 75,1530.85,1988.72
75,75 to 80,814.13,1172.18
80,80 and over,679.04,921.97
