class,age,male,female
0,0 to 1,1402.44,1303.52
1,1 to 5,5373.64,4985.95
10,10 to 15,6675.34,6352.13
15,15 to 20,5631.71,5651.78
20,20 to 25,5338.78,5389.73
25,25 to 30,5556.57,5325.59
30,30 to 35,5528.78,5518.59
35,35 to 40,5514.94,5270.94
40,40 to 45,4946.14,4895.88
45,45 to 50,4398.91,4297.52
5,5 to 10,6633.05,6187.43
50,50 to 55,3773.52,3824.85
55,55 to 60,3189.02,3414.44
60,60 to 65,2928.64,3116.27
65,65 to 70,1984.23,2213.47
70,70 to 75,1111.86,1476.95
75,75 to 80,581.26,844.79
80,80 and over,483.3,666.5
