class,age,male,female
0,0 to 1,1581.64,1383.71
1,1 to 5,6060.27,5292.68
10,10 to 15,8684.33,8336.71
15,15 to 20,8563.81,8458.77
20,20 to 25,8481.53,7763.47
25,25 to 30,7959.39,7612.71
30,30 to 35,7429.35,7518.8
35,35 to 40,7061.26,7166.15
40,40 to 45,6541.61,6431.81
45,45 to 50,5760.21,5433.91
5,5 to 10,7820.63,7029.53
50,50 to 55,4807.67,5109.19
55,55 to 60,4286.5,4267.31
60,60 to 65,3685.07,3772.43
65,65 to 70,2751.73,2694.2
70,70 to 75,1885.2,2081.28
75,75 to 80,1167.48,1177.63
80,80 and over,962.42,1048.4
