class,age,male,female
0,0 to 1,8434.5,7442.74
1,1 to 5,32317.96,28468.45
10,10 to 15,44354.28,40123
15,15 to 20,49891.58,46255.71
20,20 to 25,55046.65,50427.38
25,25 to 30,53871.56,51386.13
30,30 to 35,52625.15,48271.98
35,35 to 40,49163.39,45223.26
40,40 to 45,43738.27,39537.13
45,45 to 50,38594.25,35079.75
5,5 to 10,39821.61,35408.56
50,50 to 55,32795.41,31059.88
55,55 to 60,29837.02,25943.97
60,60 to 65,22618.21,19933.25
65,65 to 70,16638.82,14928.31
70,70 to 75,11288.43,11518.28
75,75 to 80,8018.66,7917.07
80,80 and over,6831.81,7152.77
