class,age,male,female
0,0 to 1,1602.34,1496.84
1,1 to 5,6139.6,5725.4
10,10 to 15,7145.02,6703.52
15,15 to 20,6567.64,6622.16
20,20 to 25,6718.7,6978.15
25,25 to 30,7052.41,6695.33
30,30 to 35,6681.06,6218.52
35,35 to 40,6156.21,5774.25
40,40 to 45,5552,5449.97
45,45 to 50,5115.61,4782.97
5,5 to 10,7377.85,6939.56
50,50 to 55,4246.44,4270.05
55,55 to 60,3697.39,3529.44
60,60 to 65,2979.06,2952.12
65,65 to 70,2019.59,1979.1
70,70 to 75,1160.34,1384.4
75,75 to 80,658.54,784.83
80,80 and over,525.93,613.42
