class,age,male,female
0,0 to 1,1052.62,979.74
1,1 to 5,4033.25,3747.49
10,10 to 15,5030.82,4792.74
15,15 to 20,4290.44,4273.27
20,20 to 25,4059.97,4047.31
25,25 to 30,4199.26,4006.94
30,30 to 35,4215.4,4193.18
35,35 to 40,4207.21,3979.66
40,40 to 45,3743.86,3690.92
45,45 to 50,3327.95,3237.66
5,5 to 10,4868.99,4540.67
50,50 to 55,2858.48,2886.27
55,55 to 60,2445.22,2606.3
60,60 to 65,2251.71,2331.8
65,65 to 70,1527.41,1666.92
70,70 to 75,870.77,1131.99
75,75 to 80,464.86,668.1
80,80 and over,386.79,527.62
