class,age,male,female
0,0 to 1,291.44,256.75
1,1 to 5,1116.68,982.05
10,10 to 15,1521.53,1413.28
15,15 to 20,1700.55,1630.38
20,20 to 25,1852.85,1710.44
25,25 to 30,1864.43,1747.97
30,30 to 35,1777.26,1626.27
35,35 to 40,1664.02,1526.95
40,40 to 45,1508.4,1359.58
45,45 to 50,1339.17,1216.15
5,5 to 10,1331.61,1186.49
50,50 to 55,1134.72,1093.78
55,55 to 60,1047.17,917.89
60,60 to 65,818.61,740.74
65,65 to 70,622.05,589.16
70,70 to 75,439.96,463.97
75,75 to 80,330.42,326.89
80,80 and over,262.91,277.93
