class,age,male,female
0,0 to 1,678.21,637.52
1,1 to 5,2598.64,2438.51
10,10 to 15,2865.27,2729.55
15,15 to 20,2391.61,2520.58
20,20 to 25,2407.15,2576.28
25,25 to 30,2566.46,2437.43
30,30 to 35,2403.88,2334.3
35,35 to 40,2292,2328.54
40,40 to 45,2135.55,2152.79
45,45 to 50,1955.68,1887.99
5,5 to 10,3262.48,3182.14
50,50 to 55,1588.97,1584.97
55,55 to 60,1291.29,1368.94
60,60 to 65,1181.36,1447.83
65,65 to 70,821.67,977.8
70,70 to 75,369.11,509.27
75,75 to 80,158.12,236.85
80,80 and over,112.13,173.3
