class,age,male,female
0,0 to 1,309.44,289.03
1,1 to 5,1185.68,1105.55
10,10 to 15,1577.09,1492.97
15,15 to 20,1395.36,1337.13
20,20 to 25,1313.98,1341.12
25,25 to 30,1337.96,1304.89
30,30 to 35,1245.4,1229.48
35,35 to 40,1202.11,1207.75
40,40 to 45,1117.28,1145.64
45,45 to 50,1040.54,1023.28
5,5 to 10,1577.27,1445.4
50,50 to 55,880.93,918.71
55,55 to 60,770.08,753.57
60,60 to 65,620.3,634.35
65,65 to 70,434.14,449.18
70,70 to 75,247.1,306.61
75,75 to 80,141.01,178.55
80,80 and over,108.99,138.04
