class,age,male,female
0,0 to 1,251.05,233.2
1,1 to 5,961.95,892.01
10,10 to 15,1197.91,1140.62
15,15 to 20,1021.36,1016.81
20,20 to 25,966.8,961.26
25,25 to 30,1000.79,955.2
30,30 to 35,1006.49,1000.58
35,35 to 40,1006.83,950.78
40,40 to 45,897.84,883.61
45,45 to 50,798.83,777.41
5,5 to 10,1160.59,1081.01
50,50 to 55,689.76,694.91
55,55 to 60,591.02,629.41
60,60 to 65,547.88,564.62
65,65 to 70,371.05,402.45
70,70 to 75,212.57,274.17
75,75 to 80,113.04,161.85
80,80 and over,94.63,128.07
